Id,datetime,yr,mnth,hr,season,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,count
12131,25/05/2012,1,5,15,2,0,5,1,1,0.052777778,4.945138889,0.043055556,0.134722222,466
13445,19/07/2012,1,7,9,3,0,4,1,2,0.052777778,4.945138889,00.58,1.969444444,318
8322,18/12/2011,0,12,9,4,0,0,0,1,00.22,1.578472222,0.044444444,1.140277778,81
13637,27/07/2012,1,7,9,3,0,5,1,1,0.056944444,5.365972222,00.49,1.969444444,363
958,12/02/2011,0,2,12,1,0,6,0,1,00.03,1.89375,00.39,3.213194444,120
7960,03/12/2011,0,12,7,4,0,6,0,1,00.22,1.788888889,0.052083333,0.622222222,26
9697,13/02/2012,1,2,23,1,0,1,1,1,00.28,2.209722222,00.41,0,36
2300,10/04/2011,0,4,16,2,0,0,0,2,00.52,00.05,0.05,1.140277778,288
12271,31/05/2012,1,5,11,2,0,4,1,1,0.05,4.524305556,00.37,1.969444444,218
6869,18/10/2011,0,10,18,4,0,2,1,1,00.56,3.682638889,0.047222222,0.725694444,570
2637,24/04/2011,0,4,18,2,0,0,0,1,0.044444444,4.209027778,0.047916667,1.140277778,270
6172,19/09/2011,0,9,17,3,0,1,1,2,00.58,3.788194444,0.044444444,0.932638889,568
6848,17/10/2011,0,10,21,4,0,1,1,1,00.05,3.366666667,0.053472222,0.725694444,177
2824,02/05/2011,0,5,13,2,0,1,1,2,0.043055556,4.209027778,0.047916667,0.134722222,170
6192,20/09/2011,0,9,13,3,0,2,1,2,00.56,3.682638889,0.065277778,0.932638889,103
1608,12/03/2011,0,3,11,1,0,6,0,1,00.34,0.210416667,00.49,2.280555556,119
7163,31/10/2011,0,10,1,4,0,1,1,1,00.26,0.210416667,0.05625,0,13
11834,13/05/2012,1,5,6,2,0,0,0,1,00.52,00.05,0.047222222,1.140277778,21
4914,28/07/2011,0,7,15,3,0,4,1,1,0.059722222,5.681944444,00.05,0.134722222,146
11673,06/05/2012,1,5,13,2,0,0,0,2,00.06,4.209027778,0.044444444,0,565
398,18/01/2011,0,1,13,1,0,2,1,2,00.02,0.136805556,0.059722222,1.554861111,22
4578,14/07/2011,0,7,15,3,0,4,1,1,0.052777778,4.629861111,00.33,2.072916667,180
17106,20/12/2012,1,12,12,4,0,4,1,2,00.36,2.420138889,00.53,1.140277778,212
9984,26/02/2012,1,2,0,1,0,0,0,1,00.24,1.472916667,00.41,2.4875,70
10913,04/04/2012,1,4,20,2,0,3,1,1,0.044444444,4.313888889,00.27,1.554861111,372
7330,07/11/2011,0,11,0,4,0,1,1,1,00.34,2.525,0.060416667,0,15
12418,06/06/2012,1,6,14,2,0,3,1,1,0.044444444,4.313888889,00.38,0,302
10159,04/03/2012,1,3,8,1,0,0,0,1,00.03,1.89375,00.52,2.280555556,66
12344,03/06/2012,1,6,12,2,0,0,0,1,0.045833333,4.313888889,00.39,2.072916667,684
12470,08/06/2012,1,6,18,2,0,5,1,1,0.052777778,4.629861111,00.27,1.554861111,723
17097,20/12/2012,1,12,3,4,0,4,1,2,00.03,2.209722222,00.07,0.622222222,4
12579,13/06/2012,1,6,7,2,0,3,1,1,00.06,3.893055556,0.057638889,2.072916667,505
11028,09/04/2012,1,4,15,2,0,1,1,1,00.58,3.788194444,00.28,3.834722222,255
15613,17/10/2012,1,10,17,4,0,3,1,1,00.54,3.577777778,00.56,0.725694444,888
15616,17/10/2012,1,10,20,4,0,3,1,1,00.05,3.366666667,0.05,0.932638889,414
2900,05/05/2011,0,5,17,2,0,4,1,1,00.56,3.682638889,00.26,2.695138889,533
29,02/01/2011,0,1,4,1,0,0,0,2,00.46,3.15625,0.065277778,0.134722222,3
8625,31/12/2011,0,12,3,1,0,6,0,2,00.04,2.840972222,0.043055556,1.969444444,18
5847,06/09/2011,0,9,2,3,0,2,1,3,00.54,3.577777778,0.065277778,1.761805556,2
15086,25/09/2012,1,9,18,4,0,2,1,1,0.044444444,4.313888889,00.41,1.554861111,822
2317,11/04/2011,0,4,10,2,0,1,1,2,00.56,3.682638889,0.057638889,2.072916667,96
6129,17/09/2011,0,9,22,3,0,6,0,1,00.05,3.366666667,0.05,1.554861111,143
8616,30/12/2011,0,12,18,1,0,5,1,1,00.36,2.420138889,0.043055556,0.932638889,182
13135,06/07/2012,1,7,11,3,0,5,1,1,0.058333333,5.050694444,00.32,0.622222222,233
15951,02/11/2012,1,11,7,4,0,5,1,2,00.03,0.210416667,00.07,0.932638889,357
10051,28/02/2012,1,2,19,1,0,2,1,1,00.42,2.945833333,00.26,0,306
7777,25/11/2011,0,11,15,4,0,5,1,1,00.52,00.05,00.36,0.134722222,310
7659,20/11/2011,0,11,17,4,0,0,0,2,00.52,00.05,0.04375,0.134722222,203
6221,21/09/2011,0,9,18,3,0,3,1,3,0.044444444,3.998611111,0.057638889,1.140277778,408
14005,11/08/2012,1,8,17,3,0,6,0,3,0.051388889,0.484027778,0.045833333,2.4875,512
9414,02/02/2012,1,2,3,1,0,4,1,2,00.42,2.945833333,0.046527778,0.932638889,2
6103,16/09/2011,0,9,20,3,0,5,1,2,00.05,3.366666667,00.55,0,225
10645,24/03/2012,1,3,15,2,0,6,0,3,00.05,3.366666667,0.065277778,2.902083333,290
14834,15/09/2012,1,9,6,3,0,6,0,1,00.54,3.577777778,00.49,2.902083333,33
8070,07/12/2011,0,12,21,4,0,3,1,3,00.03,1.788888889,0.060416667,3.627777778,6
9060,18/01/2012,1,1,9,1,0,3,1,1,00.28,1.788888889,00.52,2.280555556,202
2117,03/04/2011,0,4,1,2,0,0,0,1,00.03,2.209722222,0.042361111,0.725694444,34
1693,16/03/2011,0,3,4,1,0,3,1,2,00.03,0.210416667,0.064583333,1.140277778,1
13789,02/08/2012,1,8,17,3,0,4,1,1,0.056944444,5.365972222,00.52,1.761805556,865
7967,03/12/2011,0,12,14,4,0,6,0,1,00.36,2.630555556,00.46,0,343
14449,30/08/2012,1,8,5,3,0,4,1,1,0.043055556,4.103472222,0.050694444,0,35
5799,04/09/2011,0,9,1,3,0,0,0,1,0.045833333,4.209027778,0.057638889,0.932638889,75
9216,24/01/2012,1,1,21,1,0,2,1,1,00.36,2.630555556,0.049305556,0,172
1966,27/03/2011,0,3,17,2,0,0,0,1,00.32,0.210416667,00.31,1.761805556,159
3803,12/06/2011,0,6,8,2,0,0,0,1,00.07,4.629861111,0.051388889,0,92
13633,27/07/2012,1,7,5,3,0,5,1,1,00.07,4.629861111,0.058333333,0,37
199,09/01/2011,0,1,13,1,0,0,0,1,00.02,1.157638889,00.34,3.109722222,75
921,10/02/2011,0,2,21,1,0,4,1,1,00.14,1.472916667,00.39,0,72
1848,22/03/2011,0,3,17,2,0,2,1,1,00.05,3.366666667,00.42,0.725694444,307
4301,03/07/2011,0,7,2,3,0,0,0,1,00.07,4.524305556,00.58,0.134722222,69
2992,09/05/2011,0,5,13,2,0,1,1,1,0.043055556,4.313888889,00.38,1.969444444,174
10245,07/03/2012,1,3,22,1,0,3,1,1,00.46,3.15625,00.59,2.072916667,159
5587,25/08/2011,0,8,16,3,0,4,1,1,0.05,4.945138889,0.058333333,0,121
17359,31/12/2012,1,12,3,1,0,1,1,1,00.16,1.2625,00.59,0.725694444,1
3966,19/06/2011,0,6,3,2,0,0,0,2,0.045833333,4.209027778,0.054166667,0.932638889,30
16263,15/11/2012,1,11,8,4,0,4,1,2,00.03,1.999305556,0.042361111,1.554861111,646
1498,07/03/2011,0,3,18,1,0,1,1,1,00.32,0.210416667,00.31,1.554861111,233
8135,10/12/2011,0,12,14,4,0,6,0,1,00.34,0.210416667,00.31,2.280555556,293
9428,02/02/2012,1,2,17,1,0,4,1,1,00.42,2.945833333,00.54,3.420138889,450
6298,24/09/2011,0,9,23,4,0,6,0,2,00.06,3.788194444,0.061111111,0.622222222,150
6511,03/10/2011,0,10,20,4,0,1,1,3,00.04,2.840972222,0.056944444,0,204
3609,04/06/2011,0,6,6,2,0,6,0,1,00.54,3.577777778,00.06,0,28
17008,16/12/2012,1,12,10,4,0,0,0,2,00.36,2.420138889,0.060416667,0.932638889,257
6153,18/09/2011,0,9,22,3,0,0,0,2,00.54,3.577777778,0.047222222,0.622222222,84
19,01/01/2011,0,1,18,1,0,6,0,3,00.42,2.945833333,0.061111111,1.761805556,35
2693,27/04/2011,0,4,2,2,0,3,1,1,00.58,3.788194444,0.061111111,1.761805556,5
1728,17/03/2011,0,3,15,1,0,4,1,1,00.52,00.05,00.42,1.761805556,125
16435,22/11/2012,1,11,12,4,1,4,0,1,00.44,3.051388889,00.35,0,262
14843,15/09/2012,1,9,15,3,0,6,0,2,0.047222222,4.419444444,00.34,1.969444444,654
14878,17/09/2012,1,9,2,3,0,1,1,1,00.52,00.05,0.05,0,13
1371,02/03/2011,0,3,9,1,0,3,1,1,00.28,1.788888889,00.56,2.072916667,148
11885,15/05/2012,1,5,9,2,0,2,1,2,00.58,3.788194444,0.061111111,0.622222222,355
1927,26/03/2011,0,3,1,2,0,6,0,1,00.26,1.578472222,00.38,2.072916667,27
13869,06/08/2012,1,8,1,3,0,1,1,1,0.05,0.484027778,0.054861111,0.622222222,11
14338,25/08/2012,1,8,14,3,0,6,0,3,0.045833333,4.313888889,0.045138889,1.761805556,482
1233,24/02/2011,0,2,11,1,0,4,1,2,00.32,1.999305556,00.57,2.695138889,79
2173,05/04/2011,0,4,9,2,0,2,1,3,00.36,2.209722222,0.060416667,3.420138889,46
9759,16/02/2012,1,2,13,1,0,4,1,3,00.34,2.209722222,0.049305556,1.761805556,64
12135,25/05/2012,1,5,19,2,0,5,1,1,0.051388889,4.734722222,0.043055556,1.761805556,404
9648,11/02/2012,1,2,22,1,0,6,0,2,00.14,0.736805556,00.39,2.695138889,46
14792,13/09/2012,1,9,12,3,0,4,1,1,0.047222222,4.419444444,00.44,0.725694444,297
11751,09/05/2012,1,5,19,2,0,3,1,3,00.05,3.366666667,0.053472222,2.4875,98
13714,30/07/2012,1,7,14,3,0,1,1,1,00.08,5.155555556,00.49,1.554861111,254
6725,12/10/2011,0,10,18,4,0,3,1,3,00.54,3.577777778,0.065277778,0.932638889,172
6035,14/09/2011,0,9,0,3,0,3,1,1,0.043055556,4.103472222,0.054166667,0.622222222,33
2823,02/05/2011,0,5,12,2,0,1,1,1,0.043055556,4.209027778,0.047916667,1.554861111,187
7481,13/11/2011,0,11,7,4,0,0,0,1,00.34,2.209722222,0.045833333,1.554861111,43
13298,13/07/2012,1,7,6,3,0,5,1,2,00.07,4.524305556,00.54,0,127
5273,12/08/2011,0,8,14,3,0,5,1,1,00.08,0.484027778,00.29,0.134722222,186
16358,19/11/2012,1,11,7,4,0,1,1,2,00.36,2.314583333,0.045833333,2.072916667,386
2604,23/04/2011,0,4,9,2,0,6,0,2,00.38,2.735416667,0.065277778,2.072916667,68
5928,09/09/2011,0,9,12,3,0,5,1,1,0.044444444,3.893055556,0.065277778,0,75
11820,12/05/2012,1,5,16,2,0,6,0,2,00.07,4.419444444,00.21,0.134722222,591
14657,07/09/2012,1,9,21,3,0,5,1,1,00.07,4.629861111,0.051388889,1.140277778,301
10547,20/03/2012,1,3,13,1,0,2,1,1,00.06,3.998611111,0.054166667,0.134722222,284
16875,10/12/2012,1,12,21,4,0,1,1,2,00.46,3.15625,0.065277778,0.134722222,245
12166,27/05/2012,1,5,2,2,0,0,0,1,0.044444444,4.209027778,0.050694444,1.554861111,61
15018,22/09/2012,1,9,22,3,0,6,0,1,0.043055556,4.313888889,00.57,0.134722222,239
4285,02/07/2011,0,7,10,3,0,6,0,1,00.08,4.945138889,00.36,0,271
10586,22/03/2012,1,3,4,2,0,4,1,2,00.48,3.261805556,1,0.622222222,6
13268,12/07/2012,1,7,0,3,0,4,1,2,0.047222222,4.419444444,0.042361111,0,56
12591,13/06/2012,1,6,19,2,0,3,1,1,00.07,4.419444444,00.34,2.695138889,671
1557,10/03/2011,0,3,7,1,0,4,1,3,00.38,2.735416667,0,1.554861111,37
12816,23/06/2012,1,6,4,3,0,6,0,2,0.044444444,3.998611111,0.057638889,1.140277778,19
7132,29/10/2011,0,10,18,4,0,6,0,3,00.22,0.136805556,0.064583333,2.280555556,43
6372,28/09/2011,0,9,1,4,0,3,1,1,00.06,3.788194444,0.061111111,0,14
7299,05/11/2011,0,11,17,4,0,6,0,1,00.38,2.735416667,00.04,1.140277778,334
2368,13/04/2011,0,4,13,2,0,3,1,2,00.44,3.051388889,0.053472222,0.134722222,61
2231,07/04/2011,0,4,19,2,0,4,1,1,00.46,3.15625,00.59,2.072916667,226
14350,26/08/2012,1,8,2,3,0,0,0,2,0.044444444,3.998611111,0.061805556,1.554861111,116
9292,28/01/2012,1,1,1,1,0,6,0,1,00.03,0.210416667,00.52,1.140277778,58
15767,24/10/2012,1,10,3,4,0,3,1,1,00.05,3.366666667,0.053472222,0.622222222,4
11365,23/04/2012,1,4,17,2,0,1,1,3,00.03,1.89375,0.056944444,2.280555556,232
15433,10/10/2012,1,10,5,4,0,3,1,2,00.46,3.15625,0.061111111,0.622222222,40
12193,28/05/2012,1,5,5,2,1,1,0,1,00.06,3.998611111,0.054166667,0.932638889,9
9455,03/02/2012,1,2,20,1,0,5,1,1,00.34,2.420138889,00.49,0.725694444,163
3652,06/06/2011,0,6,1,2,0,1,1,1,00.06,3.893055556,0.057638889,0.932638889,14
6500,03/10/2011,0,10,9,4,0,1,1,2,00.04,2.840972222,0.045833333,0.622222222,153
15686,20/10/2012,1,10,18,4,0,6,0,1,00.52,00.05,00.39,1.554861111,521
14754,11/09/2012,1,9,22,3,0,2,1,1,00.56,3.682638889,0.044444444,0.725694444,216
5865,06/09/2011,0,9,20,3,0,2,1,3,00.54,3.577777778,0.061111111,2.072916667,163
6382,28/09/2011,0,9,11,4,0,3,1,2,0.045833333,4.209027778,0.057638889,0.725694444,151
3825,13/06/2011,0,6,6,2,0,1,1,1,00.54,3.577777778,0.044444444,2.902083333,105
16738,05/12/2012,1,12,4,4,0,3,1,1,00.05,3.366666667,0.04375,3.109722222,10
14949,20/09/2012,1,9,1,3,0,4,1,1,00.46,3.15625,0.05,0.725694444,18
270,12/01/2011,0,1,16,1,0,3,1,1,00.22,0.136805556,00.44,2.280555556,68
2206,06/04/2011,0,4,18,2,0,3,1,1,00.52,00.05,00.29,2.4875,325
10936,05/04/2012,1,4,19,2,0,4,1,1,00.48,3.261805556,00.31,1.761805556,487
1245,24/02/2011,0,2,23,1,0,4,1,2,00.32,0.210416667,0.064583333,1.554861111,50
1246,25/02/2011,0,2,0,1,0,5,1,3,00.32,2.420138889,0.064583333,0,9
645,30/01/2011,0,1,3,1,0,0,0,1,00.14,1.472916667,0.064583333,0,8
4918,28/07/2011,0,7,19,3,0,4,1,1,0.056944444,0.557638889,00.59,0.134722222,322
8121,10/12/2011,0,12,0,4,0,6,0,2,00.26,1.89375,0.05625,0.725694444,77
9597,09/02/2012,1,2,19,1,0,4,1,1,00.32,2.314583333,00.33,0.725694444,295
1029,15/02/2011,0,2,13,1,0,2,1,1,00.32,0.210416667,00.21,1.554861111,82
17333,30/12/2012,1,12,1,1,0,0,0,2,00.26,1.578472222,00.56,2.902083333,28
4570,14/07/2011,0,7,7,3,0,4,1,1,0.043055556,4.313888889,00.53,1.761805556,334
1521,08/03/2011,0,3,17,1,0,2,1,1,00.36,2.420138889,00.27,1.554861111,248
15721,22/10/2012,1,10,5,4,0,1,1,1,00.38,2.735416667,0.052777778,0.622222222,46
11133,14/04/2012,1,4,1,2,0,6,0,1,00.04,2.840972222,00.58,0.932638889,70
4976,31/07/2011,0,7,5,3,0,0,0,1,0.05,4.734722222,0.047916667,0,8
8109,09/12/2011,0,12,12,4,0,5,1,1,00.36,2.314583333,00.57,2.072916667,173
16476,24/11/2012,1,11,5,4,0,6,0,1,00.26,1.578472222,00.41,2.280555556,3
9895,22/02/2012,1,2,7,1,0,3,1,1,00.32,2.314583333,0.052777778,0.622222222,302
15378,07/10/2012,1,10,22,4,0,0,0,1,00.38,2.735416667,0.060416667,0.932638889,79
12682,17/06/2012,1,6,14,2,0,0,0,1,0.044444444,4.313888889,00.53,0,582
15252,02/10/2012,1,10,16,4,0,2,1,3,0.043055556,3.893055556,0.061111111,0.932638889,374
7568,16/11/2011,0,11,22,4,0,3,1,3,00.42,2.945833333,0.061111111,1.554861111,46
2098,02/04/2011,0,4,6,2,0,6,0,1,00.26,1.89375,00.07,0.725694444,12
1771,19/03/2011,0,3,11,1,0,6,0,1,00.46,3.15625,00.36,3.109722222,196
4937,29/07/2011,0,7,14,3,0,5,1,1,0.066666667,5.997222222,00.03,1.554861111,148
2362,13/04/2011,0,4,7,2,0,3,1,3,00.36,2.420138889,1,1.554861111,70
5652,28/08/2011,0,8,22,3,0,0,0,1,0.044444444,4.209027778,0.047916667,0.725694444,98
6644,09/10/2011,0,10,9,4,0,0,0,1,00.05,3.366666667,0.053472222,0,185
9788,17/02/2012,1,2,18,1,0,5,1,1,00.04,2.840972222,00.35,1.761805556,377
7467,12/11/2011,0,11,17,4,0,6,0,1,00.05,3.366666667,00.34,1.761805556,285
14869,16/09/2012,1,9,17,3,0,0,0,1,0.045833333,4.313888889,00.41,0,570
13010,01/07/2012,1,7,6,3,0,0,0,1,00.07,4.629861111,0.054861111,0.622222222,27
666,31/01/2011,0,1,1,1,0,1,1,1,00.22,1.472916667,0.044444444,1.761805556,7
4138,26/06/2011,0,6,7,3,0,0,0,1,0.043055556,4.209027778,0.042361111,0,51
1200,23/02/2011,0,2,0,1,0,3,1,1,00.14,0.947222222,00.05,0.134722222,6
3479,29/05/2011,0,5,20,2,0,0,0,1,00.07,4.629861111,0.054861111,0.134722222,219
6605,07/10/2011,0,10,18,4,0,5,1,1,00.56,3.682638889,00.06,0.622222222,465
13667,28/07/2012,1,7,15,3,0,6,0,1,0.061111111,5.365972222,00.32,1.969444444,497
8724,04/01/2012,1,1,7,1,0,3,1,1,00.02,0.315972222,00.44,0.134722222,152
1871,23/03/2011,0,3,17,2,0,3,1,2,00.04,2.840972222,0.052777778,1.554861111,273
15042,23/09/2012,1,9,22,4,0,0,0,1,00.52,00.05,00.48,0,138
10231,07/03/2012,1,3,8,1,0,3,1,1,00.28,1.788888889,0.042361111,2.072916667,566
4531,12/07/2011,0,7,16,3,0,2,1,1,0.059722222,5.471527778,00.44,1.969444444,202
7291,05/11/2011,0,11,9,4,0,6,0,1,00.03,1.89375,00.56,2.072916667,141
3780,11/06/2011,0,6,9,2,0,6,0,1,0.051388889,4.734722222,0.043055556,0.932638889,230
2095,02/04/2011,0,4,3,2,0,6,0,1,00.24,1.683333333,00.07,1.140277778,9
16745,05/12/2012,1,12,11,4,0,3,1,1,00.44,3.051388889,00.44,1.969444444,172
14238,21/08/2012,1,8,10,3,0,2,1,1,0.045833333,4.313888889,0.042361111,0.725694444,178
15075,25/09/2012,1,9,7,4,0,2,1,1,00.44,3.051388889,0.053472222,0.134722222,556
14525,02/09/2012,1,9,9,3,0,0,0,2,00.07,4.629861111,0.058333333,0,232
13210,09/07/2012,1,7,14,3,0,1,1,2,0.051388889,4.734722222,00.55,1.761805556,242
8096,08/12/2011,0,12,23,4,0,4,1,1,00.24,1.788888889,00.07,0.725694444,61
14166,18/08/2012,1,8,10,3,0,6,0,1,00.07,4.524305556,00.54,1.140277778,480
16906,12/12/2012,1,12,4,4,0,3,1,1,00.26,0.210416667,00.06,0,4
10056,29/02/2012,1,2,0,1,0,3,1,1,00.32,2.314583333,00.53,0.725694444,32
15232,01/10/2012,1,10,20,4,0,1,1,3,00.54,3.577777778,0.047222222,0,262
14496,01/09/2012,1,9,4,3,0,6,0,1,00.07,4.524305556,00.07,0,12
1128,19/02/2011,0,2,17,1,0,6,0,1,00.42,2.945833333,00.19,4.249305556,127
2344,12/04/2011,0,4,13,2,0,2,1,3,00.54,3.577777778,0.047222222,1.969444444,106
7539,15/11/2011,0,11,17,4,0,2,1,2,00.05,3.366666667,0.05,0.134722222,451
1381,02/03/2011,0,3,19,1,0,3,1,1,00.04,2.840972222,00.28,3.627777778,150
7109,28/10/2011,0,10,19,4,0,5,1,2,00.36,2.420138889,00.05,0.932638889,204
14455,30/08/2012,1,8,11,3,0,4,1,1,0.052777778,4.734722222,00.04,0.622222222,276
160,07/01/2011,0,1,22,1,0,5,1,2,00.18,0.136805556,00.43,1.140277778,36
5889,07/09/2011,0,9,20,3,0,3,1,3,0.044444444,3.998611111,0.061805556,0.622222222,96
4109,25/06/2011,0,6,2,3,0,6,0,2,0.045833333,4.313888889,00.05,0.134722222,59
4855,26/07/2011,0,7,4,3,0,2,1,1,0.047222222,4.419444444,0.061111111,1.140277778,6
7071,27/10/2011,0,10,5,4,0,4,1,3,00.48,3.261805556,0.061111111,0.622222222,15
7538,15/11/2011,0,11,16,4,0,2,1,2,00.52,00.05,0.047222222,0.932638889,271
7759,24/11/2011,0,11,21,4,1,4,0,1,00.36,2.420138889,0.049305556,1.140277778,26
10595,22/03/2012,1,3,13,2,0,4,1,1,00.58,3.788194444,0.054166667,0.622222222,298
10275,09/03/2012,1,3,4,1,0,5,1,3,00.04,2.840972222,0.045833333,1.969444444,1
7890,30/11/2011,0,11,9,4,0,3,1,1,00.03,1.999305556,0.052083333,1.969444444,193
8449,23/12/2011,0,12,16,1,0,5,1,1,00.38,2.735416667,00.05,2.072916667,181
1701,16/03/2011,0,3,12,1,0,3,1,2,00.04,2.840972222,0.049305556,0.725694444,88
8466,24/12/2011,0,12,9,1,0,6,0,1,00.03,1.89375,00.45,2.902083333,56
2448,16/04/2011,0,4,21,2,0,6,0,2,00.44,3.051388889,0.065277778,0,14
8275,16/12/2011,0,12,10,4,0,5,1,1,00.34,0.210416667,00.46,2.072916667,132
11639,05/05/2012,1,5,3,2,0,6,0,1,00.58,3.788194444,0.057638889,0,32
1417,04/03/2011,0,3,7,1,0,5,1,1,00.16,1.2625,00.08,0.932638889,83
17120,21/12/2012,1,12,2,1,0,5,1,3,00.46,3.15625,0.065277778,2.695138889,3
6062,15/09/2011,0,9,3,3,0,4,1,1,0.043055556,4.103472222,0.050694444,0.622222222,8
14971,20/09/2012,1,9,23,3,0,4,1,1,00.54,3.577777778,0.047222222,0.725694444,154
5962,10/09/2011,0,9,22,3,0,6,0,1,0.044444444,4.103472222,0.054166667,0,175
10599,22/03/2012,1,3,17,2,0,4,1,1,0.045833333,4.313888889,0.045138889,1.140277778,810
2016,29/03/2011,0,3,20,2,0,2,1,1,00.36,2.525,00.21,0.622222222,132
1777,19/03/2011,0,3,17,1,0,6,0,1,00.48,3.261805556,00.31,2.280555556,278
10030,27/02/2012,1,2,22,1,0,1,1,1,00.44,3.051388889,00.44,1.761805556,92
6284,24/09/2011,0,9,9,4,0,6,0,2,00.06,3.788194444,0.061111111,0.622222222,175
16185,12/11/2012,1,11,2,4,1,1,0,1,00.04,2.840972222,0.052777778,0.932638889,20
1207,23/02/2011,0,2,8,1,0,3,1,1,00.14,1.052083333,00.54,1.140277778,235
10961,06/04/2012,1,4,20,2,0,5,1,1,00.46,3.15625,00.24,1.969444444,252
6045,14/09/2011,0,9,10,3,0,3,1,1,00.07,4.524305556,00.07,0.932638889,142
3536,01/06/2011,0,6,5,2,0,3,1,2,0.045833333,4.103472222,0.061805556,0.622222222,21
13166,07/07/2012,1,7,18,3,0,6,0,1,0.065277778,5.786805556,00.29,0.622222222,277
7232,02/11/2011,0,11,22,4,0,3,1,1,00.36,2.420138889,0.049305556,0.932638889,106
1155,20/02/2011,0,2,21,1,0,0,0,2,00.32,2.420138889,00.53,0,56
10422,15/03/2012,1,3,8,1,0,4,1,1,00.44,3.051388889,0.053472222,0.725694444,623
9142,21/01/2012,1,1,19,1,0,6,0,2,00.18,1.052083333,00.08,2.695138889,85
8324,18/12/2011,0,12,11,4,0,0,0,2,00.24,1.578472222,00.06,1.554861111,188
12498,09/06/2012,1,6,22,2,0,6,0,1,00.07,4.524305556,00.58,1.140277778,214
8559,28/12/2011,0,12,9,1,0,3,1,1,00.32,0.210416667,00.57,2.280555556,189
6245,22/09/2011,0,9,18,3,0,4,1,2,0.044444444,3.998611111,0.057638889,0.725694444,551
8472,24/12/2011,0,12,15,1,0,6,0,1,00.32,0.210416667,00.39,1.554861111,97
5765,02/09/2011,0,9,15,3,0,5,1,2,00.07,4.524305556,0.042361111,1.761805556,346
9484,05/02/2012,1,2,1,1,0,0,0,2,00.24,1.788888889,0.064583333,0.725694444,51
16788,07/12/2012,1,12,6,4,0,5,1,2,00.28,1.89375,0.052083333,1.140277778,84
10194,05/03/2012,1,3,19,1,0,1,1,1,00.26,1.788888889,00.53,1.554861111,226
687,31/01/2011,0,1,22,1,0,1,1,2,00.16,1.2625,00.59,0.725694444,34
1514,08/03/2011,0,3,10,1,0,2,1,2,00.03,1.999305556,00.33,0.134722222,71
6800,15/10/2011,0,10,21,4,0,6,0,1,00.05,3.366666667,00.42,1.554861111,168
3642,05/06/2011,0,6,15,2,0,0,0,1,00.07,4.524305556,00.54,0,417
14550,03/09/2012,1,9,10,3,1,1,0,2,0.051388889,4.945138889,0.051388889,1.554861111,359
11662,06/05/2012,1,5,2,2,0,0,0,2,00.54,3.577777778,0.057638889,1.969444444,93
4244,30/06/2011,0,6,17,3,0,4,1,1,0.054166667,4.734722222,00.27,2.4875,594
3312,22/05/2011,0,5,21,2,0,0,0,1,0.043055556,4.103472222,0.050694444,0.134722222,136
12958,29/06/2012,1,6,2,3,0,5,1,1,0.05,4.629861111,00.58,0.134722222,18
730,02/02/2011,0,2,18,1,0,3,1,1,00.34,1.999305556,00.42,3.834722222,182
13759,01/08/2012,1,8,11,3,0,3,1,1,0.052777778,4.945138889,00.58,0.622222222,234
9437,03/02/2012,1,2,2,1,0,5,1,1,00.03,1.999305556,00.52,1.554861111,6
1879,24/03/2011,0,3,1,2,0,4,1,2,00.03,1.999305556,1,1.554861111,3
2475,18/04/2011,0,4,0,2,0,1,1,1,00.46,3.15625,00.47,0.622222222,39
13758,01/08/2012,1,8,10,3,0,3,1,1,0.05,4.734722222,0.045833333,0.622222222,236
14934,19/09/2012,1,9,10,3,0,3,1,1,00.56,3.682638889,00.52,0.134722222,192
14706,09/09/2012,1,9,22,3,0,0,0,1,00.58,3.788194444,00.49,1.761805556,189
3862,14/06/2011,0,6,19,2,0,2,1,1,0.044444444,4.313888889,00.05,2.4875,386
1649,14/03/2011,0,3,6,1,0,1,1,1,00.26,1.89375,0.045138889,0.932638889,28
5688,30/08/2011,0,8,10,3,0,2,1,1,00.07,4.419444444,00.39,1.554861111,137
12373,04/06/2012,1,6,17,2,0,1,1,1,0.044444444,4.313888889,00.38,3.109722222,834
7812,27/11/2011,0,11,2,4,0,0,0,1,00.34,2.525,0.05625,0,31
15507,13/10/2012,1,10,7,4,0,6,0,1,00.03,0.210416667,0.042361111,1.140277778,70
6357,27/09/2011,0,9,10,4,0,2,1,3,0.044444444,3.893055556,0.065277778,1.140277778,122
10012,27/02/2012,1,2,4,1,0,1,1,1,00.22,1.578472222,00.08,0.932638889,1
8415,22/12/2011,0,12,6,1,0,4,1,1,00.36,2.630555556,0.060416667,0,64
2532,20/04/2011,0,4,9,2,0,3,1,1,0.045833333,4.313888889,0.042361111,1.969444444,197
12744,20/06/2012,1,6,4,2,0,3,1,1,0.045833333,4.209027778,0.057638889,0.622222222,7
5721,31/08/2011,0,8,19,3,0,3,1,1,0.058333333,5.365972222,00.47,1.761805556,446
2311,11/04/2011,0,4,4,2,0,1,1,1,00.46,3.15625,0.065277778,0.134722222,1
13922,08/08/2012,1,8,6,3,0,3,1,2,00.07,4.629861111,0.058333333,1.140277778,173
16662,02/12/2012,1,12,0,4,0,0,0,2,00.03,2.209722222,0.060416667,0.622222222,117
14369,26/08/2012,1,8,21,3,0,0,0,1,0.044444444,3.998611111,0.057638889,0.932638889,166
