,datetime,hour,season,holiday,weekday,workingday,weather situation,temperature in celsius,atemp,humidity,windspeed,count,year,month,day
1646,2011-05-24,12,2,0,2,1,1,0.052777778,4.734722222,0.45,2.695138889,170,2011,5,24
1647,2011-07-02,23,3,0,6,0,1,0.05,4.629861111,0.54,1.969444444,154,2011,7,2
1648,2011-06-15,19,2,0,3,1,1,0.07,4.419444444,0.37,1.969444444,416,2011,6,15
1649,2012-04-22,1,2,0,0,0,2,0.46,3.15625,0.056944444,2.280555556,73,2012,4,22
1650,2011-11-02,23,4,0,3,1,1,0.36,2.525,0.052777778,0.622222222,57,2011,11,2
1651,2012-11-30,15,4,0,5,1,2,0.42,2.945833333,0.38,0.725694444,296,2012,11,30
1652,2012-01-02,21,1,1,1,0,2,0.24,1.472916667,0.41,2.280555556,66,2012,1,2
1653,2012-12-02,13,4,0,0,0,1,0.04,2.840972222,0.049305556,1.554861111,431,2012,12,2
1654,2011-02-27,7,1,0,0,0,1,0.24,1.683333333,0.060416667,0.932638889,14,2011,2,27
1655,2011-11-09,14,4,0,3,1,1,0.52,0.05,0.48,1.140277778,179,2011,11,9
1656,2011-10-11,19,4,0,2,1,2,0.58,3.788194444,0.057638889,1.554861111,318,2011,10,11
1657,2012-07-23,16,3,0,1,1,1,0.056944444,5.365972222,0.52,0.932638889,457,2012,7,23
1658,2011-04-09,20,2,0,6,0,2,0.38,2.735416667,0.060416667,1.140277778,93,2011,4,9
1659,2012-10-27,13,4,0,6,0,1,0.06,4.313888889,0.43,1.761805556,760,2012,10,27
1660,2012-09-29,20,4,0,6,0,1,0.52,0.05,0.55,0.134722222,315,2012,9,29
1661,2012-12-26,6,1,0,3,1,2,0.22,1.472916667,0.047916667,1.554861111,36,2012,12,26
1662,2011-12-21,23,1,0,3,1,1,0.05,3.366666667,0.061111111,0.134722222,54,2011,12,21
1663,2012-07-24,23,3,0,2,1,1,0.051388889,4.734722222,0.58,2.280555556,192,2012,7,24
1664,2012-07-24,19,3,0,2,1,1,0.052777778,4.945138889,0.043055556,1.140277778,632,2012,7,24
1665,2012-02-02,15,1,0,4,1,1,0.46,3.15625,0.046527778,1.140277778,174,2012,2,2
1666,2011-07-25,4,3,0,1,1,1,0.05,4.945138889,0.058333333,0.622222222,6,2011,7,25
1667,2011-05-09,14,2,0,1,1,1,0.043055556,4.313888889,0.41,1.554861111,162,2011,5,9
1668,2012-11-23,22,4,0,5,1,1,0.44,3.051388889,0.33,3.627777778,79,2012,11,23
1669,2011-10-28,2,4,0,5,1,1,0.32,0.210416667,0.045833333,1.969444444,4,2011,10,28
1670,2012-02-11,3,1,0,6,0,3,0.24,1.578472222,0.060416667,1.554861111,9,2012,2,11
1671,2011-04-15,13,2,1,5,0,1,0.54,3.577777778,0.52,1.761805556,180,2011,4,15
1672,2012-03-15,21,1,0,4,1,1,0.54,3.577777778,0.047222222,1.969444444,243,2012,3,15
1673,2012-06-29,13,3,0,5,1,1,0.065277778,6.102777778,0.38,0.134722222,239,2012,6,29
1674,2012-05-11,20,2,0,5,1,1,0.043055556,4.209027778,0.25,0.932638889,341,2012,5,11
1675,2011-02-26,17,1,0,6,0,1,0.36,2.420138889,0.43,1.554861111,183,2011,2,26
1676,2012-03-15,18,1,0,4,1,1,0.045833333,4.313888889,0.44,1.969444444,746,2012,3,15
1677,2011-03-29,6,2,0,2,1,1,0.22,1.472916667,0.41,2.072916667,50,2011,3,29
1678,2012-12-01,5,4,0,6,0,1,0.24,1.788888889,0.060416667,0.622222222,13,2012,12,1
1679,2012-11-07,23,4,0,3,1,3,0.28,1.89375,0.045138889,1.554861111,40,2012,11,7
1680,2012-01-27,14,1,0,5,1,1,0.05,3.366666667,0.55,3.834722222,176,2012,1,27
1681,2011-12-30,8,1,0,5,1,2,0.24,1.788888889,0.052083333,0.622222222,205,2011,12,30
1682,2012-03-27,13,2,0,2,1,1,0.36,2.420138889,0.27,0.0,211,2012,3,27
1683,2012-04-09,8,2,0,1,1,1,0.44,3.051388889,0.03,0.134722222,617,2012,4,9
1684,2011-10-22,6,4,0,6,0,1,0.36,2.630555556,0.049305556,0.0,18,2011,10,22
1685,2011-12-25,8,1,0,0,0,1,0.02,1.472916667,0.08,1.140277778,5,2011,12,25
1686,2011-04-19,16,2,0,2,1,1,0.56,3.682638889,0.52,2.072916667,192,2011,4,19
1687,2011-06-17,21,2,0,5,1,1,0.044444444,4.103472222,0.054166667,0.622222222,208,2011,6,17
1688,2012-08-23,7,3,0,4,1,2,0.043055556,3.998611111,0.057638889,0.622222222,481,2012,8,23
1689,2011-10-23,5,4,0,0,0,1,0.32,2.420138889,0.060416667,0.0,3,2011,10,23
1690,2012-11-13,1,4,0,2,1,3,0.44,3.051388889,0.061111111,4.456944444,5,2012,11,13
1691,2011-03-19,19,1,0,6,0,1,0.44,3.051388889,0.33,1.969444444,154,2011,3,19
1692,2012-09-12,0,3,0,3,1,1,0.52,0.05,0.05,0.725694444,49,2012,9,12
1693,2012-06-19,8,2,0,2,1,2,0.06,3.998611111,0.054166667,1.140277778,673,2012,6,19
1694,2011-12-03,15,4,0,6,0,1,0.38,2.735416667,0.46,0.0,337,2011,12,3
1695,2012-08-17,23,3,0,5,1,3,0.044444444,1.683333333,0.057638889,1.554861111,121,2012,8,17
1696,2012-10-03,9,4,0,3,1,2,0.043055556,3.998611111,0.057638889,0.134722222,362,2012,10,3
1697,2011-10-04,12,4,0,2,1,1,0.56,3.682638889,0.56,2.072916667,199,2011,10,4
1698,2012-09-01,0,3,0,6,0,1,0.051388889,4.734722222,0.043055556,0.725694444,168,2012,9,1
1699,2012-02-01,11,1,0,3,1,1,0.04,2.840972222,0.58,1.140277778,143,2012,2,1
1700,2012-08-29,11,3,0,3,1,1,0.05,4.524305556,0.45,0.0,253,2012,8,29
1701,2012-08-28,8,3,0,2,1,2,0.045833333,4.313888889,0.059027778,0.725694444,693,2012,8,28
1702,2012-03-15,0,1,0,4,1,1,0.54,3.577777778,0.49,0.932638889,60,2012,3,15
1703,2012-05-05,6,2,0,6,0,2,0.54,3.577777778,0.065277778,0.0,42,2012,5,5
1704,2011-12-09,6,4,0,5,1,1,0.22,1.788888889,0.08,0.622222222,63,2011,12,9
1705,2012-03-17,22,1,0,6,0,1,0.54,3.577777778,0.047222222,0.0,211,2012,3,17
1706,2012-03-26,7,2,0,1,1,1,0.44,3.051388889,0.05,0.134722222,370,2012,3,26
1707,2012-10-14,7,4,0,0,0,1,0.42,2.945833333,0.056944444,1.554861111,51,2012,10,14
1708,2012-06-11,1,2,0,1,1,1,0.045833333,4.313888889,0.051388889,1.140277778,24,2012,6,11
1709,2012-07-08,5,3,0,0,0,1,0.054166667,5.155555556,0.043055556,0.0,6,2012,7,8
1710,2012-02-04,16,1,0,6,0,2,0.34,2.314583333,0.042361111,1.140277778,143,2012,2,4
1711,2011-08-27,14,3,0,6,0,3,0.044444444,3.998611111,0.061805556,3.834722222,23,2011,8,27
1712,2011-11-30,17,4,0,3,1,2,0.34,0.210416667,0.49,2.280555556,380,2011,11,30
1713,2012-08-22,11,3,0,3,1,1,0.05,4.629861111,0.58,0.622222222,267,2012,8,22
1714,2011-12-29,3,1,0,4,1,1,0.02,0.136805556,0.55,0.134722222,2,2011,12,29
1715,2011-04-01,8,2,0,5,1,2,0.26,1.683333333,0.060416667,1.761805556,206,2011,4,1
1716,2011-10-11,0,4,0,2,1,2,0.54,3.577777778,0.061111111,0.0,30,2011,10,11
1717,2011-07-28,11,3,0,4,1,1,0.058333333,5.681944444,0.56,1.969444444,154,2011,7,28
1718,2011-02-22,20,1,0,2,1,1,0.02,0.136805556,0.47,1.554861111,105,2011,2,22
1719,2011-04-25,3,2,0,1,1,2,0.05,3.366666667,1.0,0.725694444,10,2011,4,25
1720,2011-07-20,7,3,0,3,1,2,0.07,4.629861111,0.058333333,0.725694444,303,2011,7,20
1721,2012-06-30,10,3,0,6,0,1,0.061111111,5.365972222,0.03,1.761805556,404,2012,6,30
1722,2011-09-08,22,3,0,4,1,3,0.043055556,3.577777778,1.0,0.622222222,70,2011,9,8
1723,2012-05-07,20,2,0,1,1,1,0.54,3.577777778,0.52,1.969444444,323,2012,5,7
1724,2012-04-08,10,2,0,0,0,1,0.05,3.366666667,0.25,1.554861111,299,2012,4,8
1725,2012-05-11,6,2,0,5,1,1,0.42,2.945833333,0.05,1.761805556,135,2012,5,11
1726,2011-01-31,7,1,0,1,1,2,0.16,0.947222222,0.044444444,1.969444444,72,2011,1,31
1727,2011-10-18,6,4,0,2,1,1,0.46,3.15625,0.056944444,0.622222222,109,2011,10,18
1728,2012-08-06,14,3,0,1,1,1,0.056944444,5.261111111,0.46,0.0,287,2012,8,6
1729,2011-02-14,2,1,0,1,1,1,0.36,2.314583333,0.04,2.072916667,2,2011,2,14
1730,2012-05-21,5,2,0,1,1,3,0.56,3.682638889,0.061111111,2.072916667,15,2012,5,21
1731,2011-04-14,13,2,0,4,1,1,0.56,3.682638889,0.37,1.554861111,159,2011,4,14
1732,2011-07-16,21,3,0,6,0,1,0.07,4.524305556,0.58,1.554861111,252,2011,7,16
1733,2011-11-28,4,4,0,1,1,1,0.44,3.051388889,0.056944444,0.622222222,4,2011,11,28
1734,2012-10-14,8,4,0,0,0,1,0.44,3.051388889,0.053472222,0.134722222,132,2012,10,14
1735,2011-02-24,13,1,0,4,1,2,0.38,2.735416667,0.54,2.072916667,88,2011,2,24
1736,2011-09-06,12,3,0,2,1,3,0.54,3.577777778,0.057638889,2.695138889,67,2011,9,6
1737,2011-08-07,6,3,0,0,0,1,0.07,4.629861111,0.061805556,1.140277778,13,2011,8,7
1738,2012-03-07,0,1,0,3,1,1,0.28,1.788888889,0.045138889,1.969444444,15,2012,3,7
1739,2011-12-07,2,4,0,3,1,3,0.46,3.15625,1.0,1.554861111,6,2011,12,7
1740,2011-08-03,21,3,0,3,1,2,0.047222222,4.419444444,0.061805556,0.932638889,88,2011,8,3
1741,2012-07-10,22,3,0,2,1,2,0.044444444,3.998611111,0.057638889,0.932638889,139,2012,7,10
1742,2011-01-08,2,1,0,6,0,2,0.18,1.683333333,0.55,0.0,16,2011,1,8
1743,2012-05-19,6,2,0,6,0,1,0.44,3.051388889,0.05,0.622222222,50,2012,5,19
1744,2012-12-22,22,1,0,6,0,1,0.22,1.472916667,0.51,1.969444444,39,2012,12,22
1745,2011-06-03,6,2,0,5,1,1,0.54,3.577777778,0.45,2.072916667,106,2011,6,3
1746,2012-05-21,7,2,0,1,1,3,0.56,3.682638889,0.061111111,2.072916667,153,2012,5,21
1747,2012-07-16,18,3,0,1,1,1,0.058333333,0.557638889,0.53,0.0,794,2012,7,16
1748,2011-08-28,20,3,0,0,0,1,0.05,4.524305556,0.45,0.725694444,214,2011,8,28
1749,2011-11-17,21,4,0,4,1,1,0.03,1.999305556,0.42,1.761805556,116,2011,11,17
1750,2012-06-29,6,3,0,5,1,2,0.07,4.524305556,0.042361111,1.140277778,163,2012,6,29
1751,2012-08-10,10,3,0,5,1,1,0.045833333,4.103472222,0.061805556,0.725694444,193,2012,8,10
1752,2012-02-28,20,1,0,2,1,1,0.04,2.840972222,0.03,0.932638889,204,2012,2,28
1753,2012-07-03,22,3,0,2,1,1,0.047222222,4.419444444,0.054861111,0.134722222,177,2012,7,3
1754,2012-08-01,16,3,0,3,1,1,0.08,5.261111111,0.55,1.969444444,479,2012,8,1
1755,2011-05-06,4,2,0,5,1,1,0.36,2.525,0.049305556,0.725694444,1,2011,5,6
1756,2011-05-06,17,2,0,5,1,1,0.58,3.788194444,0.04,2.4875,553,2011,5,6
1757,2012-08-04,4,3,0,6,0,1,0.05,0.484027778,0.054861111,0.134722222,13,2012,8,4
1758,2011-12-19,9,4,0,1,1,1,0.22,1.472916667,0.047916667,1.554861111,183,2011,12,19
1759,2012-12-30,20,1,0,0,0,1,0.22,0.136805556,0.47,2.280555556,72,2012,12,30
1760,2011-04-08,8,2,0,5,1,3,0.34,2.314583333,0.060416667,1.140277778,221,2011,4,8
1761,2011-12-01,0,4,0,4,1,1,0.28,1.788888889,0.52,2.280555556,20,2011,12,1
1762,2011-07-30,0,3,0,6,0,1,0.052777778,0.484027778,0.55,0.134722222,133,2011,7,30
1763,2011-01-15,15,1,0,6,0,2,0.32,2.209722222,0.36,0.134722222,129,2011,1,15
1764,2011-11-29,6,4,0,2,1,1,0.52,0.05,0.057638889,1.969444444,89,2011,11,29
1765,2012-06-26,9,3,0,2,1,1,0.58,3.788194444,0.46,2.902083333,328,2012,6,26
1766,2011-08-27,1,3,0,6,0,1,0.07,4.629861111,0.058333333,1.140277778,64,2011,8,27
1767,2012-11-08,5,4,0,4,1,2,0.03,1.999305556,0.42,1.554861111,35,2012,11,8
1768,2012-04-15,7,2,0,0,0,1,0.05,3.366666667,0.04375,0.725694444,46,2012,4,15
1769,2012-09-21,22,3,0,5,1,1,0.06,4.103472222,0.050694444,0.134722222,295,2012,9,21
1770,2012-04-14,13,2,0,6,0,1,0.043055556,4.313888889,0.33,2.072916667,678,2012,4,14
1771,2011-12-02,14,4,0,5,1,1,0.42,2.945833333,0.44,0.725694444,170,2011,12,2
1772,2012-01-13,14,1,0,5,1,1,0.26,1.472916667,0.33,3.834722222,129,2012,1,13
1773,2012-04-10,4,2,0,2,1,1,0.34,2.314583333,0.049305556,0.932638889,2,2012,4,10
1774,2011-02-07,20,1,0,1,1,2,0.32,2.314583333,0.07,0.725694444,88,2011,2,7
1775,2012-12-11,19,4,0,2,1,1,0.32,0.210416667,0.53,1.554861111,433,2012,12,11
1776,2012-10-03,7,4,0,3,1,2,0.06,3.577777778,0.065277778,0.134722222,515,2012,10,3
1777,2012-12-08,14,4,0,6,0,2,0.04,2.840972222,0.060416667,1.969444444,542,2012,12,8
1778,2011-11-20,2,4,0,0,0,1,0.04,2.840972222,0.043055556,1.969444444,56,2011,11,20
1779,2012-07-03,18,3,0,2,1,2,0.059722222,5.155555556,0.03,0.0,627,2012,7,3
1780,2012-09-09,0,3,0,0,0,2,0.56,3.682638889,0.050694444,0.134722222,124,2012,9,9
1781,2011-12-07,9,4,0,3,1,3,0.44,3.051388889,1.0,1.761805556,64,2011,12,7
1782,2012-04-13,10,2,0,5,1,1,0.44,3.051388889,0.38,0.134722222,192,2012,4,13
1783,2012-02-25,14,1,0,6,0,1,0.32,1.89375,0.29,3.834722222,216,2012,2,25
1784,2012-03-30,0,2,0,5,1,1,0.04,2.840972222,0.47,2.072916667,59,2012,3,30
1785,2012-08-20,21,3,0,1,1,1,0.06,3.893055556,0.057638889,0.0,245,2012,8,20
1786,2012-02-04,22,1,0,6,0,2,0.24,1.788888889,0.060416667,0.622222222,95,2012,2,4
1787,2012-08-31,2,3,0,5,1,1,0.045833333,4.103472222,0.061805556,0.932638889,20,2012,8,31
1788,2011-05-24,21,2,0,2,1,1,0.044444444,4.103472222,0.054166667,0.622222222,189,2011,5,24
1789,2011-03-15,20,1,0,2,1,2,0.34,2.209722222,0.049305556,1.969444444,88,2011,3,15
1790,2011-03-29,11,2,0,2,1,2,0.34,0.210416667,0.25,2.695138889,81,2011,3,29
1791,2011-04-11,9,2,0,1,1,2,0.56,3.682638889,0.057638889,1.969444444,165,2011,4,11
1792,2012-11-01,7,4,0,4,1,2,0.36,2.420138889,0.57,1.140277778,420,2012,11,1
1793,2011-04-26,8,2,0,2,1,1,0.58,3.788194444,0.057638889,2.072916667,449,2011,4,26
1794,2011-11-13,17,4,0,0,0,1,0.52,0.05,0.27,2.280555556,231,2011,11,13
1795,2011-12-15,22,4,0,4,1,1,0.52,0.05,0.04375,2.280555556,124,2011,12,15
1796,2012-11-25,7,4,0,0,0,2,0.22,1.683333333,0.51,0.725694444,21,2012,11,25
1797,2012-04-15,12,2,0,0,0,1,0.044444444,4.313888889,0.44,1.969444444,635,2012,4,15
1798,2012-01-18,10,1,0,3,1,1,0.03,1.89375,0.42,3.213194444,93,2012,1,18
1799,2011-04-13,16,2,0,3,1,1,0.46,3.15625,0.046527778,1.969444444,142,2011,4,13
1800,2011-09-27,1,4,0,2,1,1,0.043055556,3.788194444,0.065277778,1.140277778,10,2011,9,27
1801,2012-07-03,9,3,0,2,1,1,0.08,5.155555556,0.49,1.140277778,272,2012,7,3
1802,2011-08-22,23,3,0,1,1,1,0.043055556,4.313888889,0.41,1.761805556,64,2011,8,22
1803,2011-04-01,18,2,0,5,1,1,0.34,0.210416667,0.46,2.280555556,241,2011,4,1
1804,2011-11-28,3,4,0,1,1,1,0.44,3.051388889,0.061111111,1.554861111,5,2011,11,28
1805,2011-06-03,22,2,0,5,1,1,0.043055556,4.313888889,0.35,0.0,171,2011,6,3
1806,2011-04-24,12,2,0,0,0,1,0.047222222,4.419444444,0.045138889,1.761805556,388,2011,4,24
1807,2012-07-18,20,3,0,3,1,1,0.051388889,4.734722222,0.043055556,0.622222222,366,2012,7,18
1808,2011-10-28,18,4,0,5,1,2,0.36,2.420138889,0.53,1.140277778,368,2011,10,28
1809,2012-03-10,5,1,0,6,0,1,0.22,1.472916667,0.42,1.969444444,10,2012,3,10
1810,2012-07-11,10,3,0,3,1,2,0.05,4.734722222,0.043055556,0.932638889,195,2012,7,11
1811,2012-05-25,9,2,0,5,1,2,0.044444444,3.998611111,0.061805556,0.932638889,340,2012,5,25
1812,2011-02-09,5,1,0,3,1,1,0.06,0.736805556,0.45,0.725694444,7,2011,2,9
1813,2012-03-23,12,2,0,5,1,2,0.045833333,4.313888889,0.042361111,1.554861111,471,2012,3,23
1814,2012-10-12,13,4,0,5,1,1,0.56,3.682638889,0.37,2.695138889,381,2012,10,12
1815,2012-07-11,22,3,0,3,1,1,0.05,4.629861111,0.58,1.761805556,244,2012,7,11
1816,2011-01-20,6,1,0,4,1,1,0.22,1.472916667,0.06,1.554861111,35,2011,1,20
1817,2012-01-22,1,1,0,0,0,2,0.18,1.157638889,0.051388889,2.072916667,50,2012,1,22
1818,2011-09-07,10,3,0,3,1,3,0.06,3.788194444,0.061111111,0.932638889,66,2011,9,7
1819,2011-12-16,11,4,0,5,1,2,0.34,0.210416667,0.42,2.072916667,144,2011,12,16
1820,2011-07-21,12,3,0,4,1,1,0.061111111,6.207638889,0.56,2.280555556,135,2011,7,21
1821,2011-06-17,7,2,0,5,1,1,0.06,3.893055556,0.057638889,0.0,250,2011,6,17
1822,2011-11-12,19,4,0,6,0,1,0.42,2.945833333,0.05,1.761805556,171,2011,11,12
1823,2011-07-14,8,3,0,4,1,1,0.044444444,4.313888889,0.05,2.4875,486,2011,7,14
1824,2011-01-28,18,1,0,5,1,1,0.24,1.578472222,0.052083333,0.134722222,109,2011,1,28
1825,2011-08-30,14,3,0,2,1,1,0.051388889,4.524305556,0.33,1.140277778,209,2011,8,30
1826,2011-12-11,11,4,0,0,0,1,0.26,0.210416667,0.35,0.0,197,2011,12,11
1827,2011-11-04,3,4,0,5,1,2,0.38,2.735416667,0.060416667,1.140277778,8,2011,11,4
1828,2011-01-23,1,1,0,0,0,1,0.04,0.526388889,0.57,0.725694444,13,2011,1,23
1829,2011-12-05,14,4,0,1,1,2,0.46,3.15625,0.046527778,0.0,133,2011,12,5
1830,2011-06-27,21,3,0,1,1,1,0.07,4.524305556,0.045138889,0.0,242,2011,6,27
1831,2012-07-05,20,3,0,4,1,2,0.059722222,5.471527778,0.41,1.554861111,321,2012,7,5
1832,2011-08-13,6,3,0,6,0,1,0.044444444,4.209027778,0.050694444,0.622222222,22,2011,8,13
1833,2012-06-13,22,2,0,3,1,1,0.043055556,4.313888889,0.05,2.072916667,238,2012,6,13
1834,2011-02-01,5,1,0,2,1,3,0.14,1.472916667,0.064583333,0.0,3,2011,2,1
1835,2011-01-17,3,1,1,1,0,2,0.18,1.2625,0.43,0.134722222,2,2011,1,17
1836,2012-10-06,19,4,0,6,0,1,0.48,3.261805556,0.55,1.554861111,341,2012,10,6
1837,2011-02-14,0,1,0,1,1,1,0.38,2.735416667,0.37,2.4875,11,2011,2,14
1838,2011-04-25,0,2,0,1,1,3,0.52,0.05,1.0,0.0,12,2011,4,25
1839,2011-11-07,20,4,0,1,1,1,0.04,2.840972222,0.049305556,0.0,204,2011,11,7
1840,2011-06-03,0,2,0,5,1,1,0.043055556,4.313888889,0.38,1.969444444,68,2011,6,3
1841,2011-03-08,14,1,0,2,1,2,0.38,2.735416667,0.02,0.0,72,2011,3,8
1842,2012-11-14,7,4,0,3,1,1,0.24,1.472916667,0.045138889,1.969444444,415,2012,11,14
1843,2012-06-26,14,3,0,2,1,1,0.07,4.419444444,0.03,3.213194444,267,2012,6,26
1844,2012-06-22,14,3,0,5,1,1,0.061111111,0.557638889,0.39,1.554861111,263,2012,6,22
1845,2011-01-18,23,1,0,2,1,2,0.22,1.89375,0.064583333,0.0,20,2011,1,18
1846,2011-09-12,22,3,0,1,1,1,0.043055556,3.998611111,0.057638889,1.140277778,150,2011,9,12
1847,2012-11-24,20,4,0,6,0,1,0.24,1.472916667,0.44,1.969444444,58,2012,11,24
1848,2012-05-14,11,2,0,1,1,2,0.56,3.682638889,0.057638889,1.554861111,79,2012,5,14
1849,2011-01-21,11,1,0,5,1,1,0.22,1.2625,0.41,3.213194444,59,2011,1,21
1850,2011-11-22,22,4,0,2,1,2,0.05,3.366666667,0.065277778,0.134722222,87,2011,11,22
1851,2012-12-10,18,4,0,1,1,2,0.46,3.15625,0.061111111,1.969444444,564,2012,12,10
1852,2012-04-26,3,2,0,4,1,2,0.48,3.261805556,0.55,0.622222222,6,2012,4,26
1853,2012-09-22,6,3,0,6,0,1,0.56,3.682638889,0.057638889,2.072916667,41,2012,9,22
1854,2011-05-03,4,2,0,2,1,1,0.52,0.05,0.061111111,1.554861111,4,2011,5,3
1855,2011-06-01,0,2,0,3,1,1,0.07,4.629861111,0.054861111,1.140277778,34,2011,6,1
1856,2012-07-20,1,3,0,5,1,1,0.045833333,4.103472222,0.061805556,0.932638889,11,2012,7,20
1857,2012-01-12,3,1,0,4,1,3,0.36,2.420138889,0.064583333,1.761805556,3,2012,1,12
1858,2012-05-25,18,2,0,5,1,1,0.052777778,4.945138889,0.043055556,0.134722222,522,2012,5,25
1859,2011-10-13,17,4,0,4,1,3,0.043055556,3.998611111,0.057638889,1.761805556,479,2011,10,13
1860,2012-07-23,11,3,0,1,1,2,0.08,5.155555556,0.52,1.140277778,198,2012,7,23
1861,2012-12-13,7,4,0,4,1,1,0.24,1.578472222,0.06,1.554861111,385,2012,12,13
1862,2012-04-30,20,2,0,1,1,2,0.52,0.05,0.59,0.134722222,309,2012,4,30
1863,2012-12-17,23,4,0,1,1,3,0.42,2.945833333,0.065277778,1.554861111,47,2012,12,17
1864,2011-02-02,8,1,0,3,1,3,0.22,1.472916667,0.064583333,1.554861111,155,2011,2,2
1865,2011-09-03,18,3,0,6,0,1,0.05,4.734722222,0.07,1.140277778,339,2011,9,3
1866,2012-07-25,13,3,0,3,1,1,0.054166667,4.734722222,0.31,1.140277778,312,2012,7,25
1867,2011-09-13,17,3,0,2,1,1,0.051388889,4.629861111,0.51,1.554861111,579,2011,9,13
1868,2011-11-12,11,4,0,6,0,1,0.38,2.735416667,0.54,1.969444444,315,2011,11,12
1869,2012-04-20,9,2,0,5,1,1,0.46,3.15625,0.061111111,0.622222222,359,2012,4,20
1870,2011-04-23,11,2,0,6,0,2,0.46,3.15625,0.061111111,1.554861111,232,2011,4,23
1871,2011-08-07,7,3,0,0,0,1,0.07,4.629861111,0.058333333,0.134722222,39,2011,8,7
1872,2011-07-27,8,3,0,3,1,1,0.051388889,4.629861111,0.42,1.761805556,433,2011,7,27
1873,2012-05-07,16,2,0,1,1,2,0.06,4.313888889,0.53,2.695138889,388,2012,5,7
1874,2011-11-05,6,4,0,6,0,1,0.26,1.683333333,0.06,1.761805556,23,2011,11,5
1875,2012-11-28,6,4,0,3,1,2,0.26,1.788888889,0.045138889,1.554861111,136,2012,11,28
1876,2011-08-18,18,3,0,4,1,3,0.052777778,0.484027778,0.55,1.761805556,274,2011,8,18
1877,2012-05-12,8,2,0,6,0,1,0.52,0.05,0.48,0.0,178,2012,5,12
1878,2011-10-11,6,4,0,2,1,1,0.52,0.05,0.057638889,0.622222222,123,2011,10,11
1879,2012-08-18,17,3,0,6,0,1,0.052777778,4.629861111,0.37,1.554861111,635,2012,8,18
1880,2012-10-23,16,4,0,2,1,1,0.047222222,4.419444444,0.44,0.622222222,541,2012,10,23
1881,2011-08-04,4,3,0,4,1,2,0.047222222,4.419444444,0.061805556,0.0,7,2011,8,4
1882,2012-10-17,3,4,0,3,1,1,0.36,2.630555556,0.060416667,0.0,7,2012,10,17
1883,2012-11-04,9,4,0,0,0,1,0.32,2.314583333,0.53,0.0,217,2012,11,4
1884,2011-08-10,4,3,0,3,1,1,0.07,4.524305556,0.54,0.932638889,5,2011,8,10
1885,2011-11-20,18,4,0,0,0,2,0.54,3.577777778,0.044444444,0.134722222,145,2011,11,20
1886,2011-12-11,8,4,0,0,0,1,0.16,1.578472222,0.047916667,0.0,72,2011,12,11
1887,2012-01-16,0,1,1,1,0,1,0.14,1.052083333,0.46,0.932638889,25,2012,1,16
1888,2012-05-24,22,2,0,4,1,2,0.044444444,4.103472222,0.054166667,0.725694444,243,2012,5,24
1889,2012-01-10,12,1,0,2,1,1,0.42,2.945833333,0.38,2.072916667,140,2012,1,10
1890,2011-06-30,2,3,0,4,1,1,0.043055556,4.313888889,0.57,0.932638889,8,2011,6,30
1891,2012-02-05,11,1,0,0,0,2,0.26,1.788888889,0.07,0.134722222,182,2012,2,5
1892,2011-05-25,14,2,0,3,1,1,0.051388889,4.734722222,0.55,1.140277778,168,2011,5,25
1893,2011-03-09,0,1,0,3,1,1,0.26,1.999305556,0.045138889,0.622222222,9,2011,3,9
1894,2012-09-04,0,3,0,2,1,2,0.07,4.629861111,0.058333333,1.761805556,29,2012,9,4
1895,2012-03-23,9,2,0,5,1,2,0.52,0.05,0.09,0.622222222,380,2012,3,23
1896,2011-05-29,12,2,0,0,0,2,0.07,4.629861111,0.051388889,1.554861111,402,2011,5,29
1897,2012-09-22,19,3,0,6,0,1,0.07,4.524305556,0.58,0.134722222,407,2012,9,22
1898,2012-12-05,0,4,0,3,1,1,0.05,3.366666667,0.59,1.969444444,37,2012,12,5
1899,2012-12-16,11,4,0,0,0,2,0.36,2.420138889,0.060416667,0.932638889,295,2012,12,16
1900,2012-06-20,22,2,0,3,1,1,0.056944444,5.261111111,0.46,0.725694444,257,2012,6,20
1901,2011-01-19,20,1,0,3,1,1,0.32,0.210416667,0.49,2.072916667,76,2011,1,19
1902,2012-02-25,5,1,0,6,0,2,0.03,1.89375,0.42,2.072916667,3,2012,2,25
1903,2012-04-25,10,2,0,3,1,1,0.52,0.05,0.34,0.0,182,2012,4,25
1904,2012-07-16,21,3,0,1,1,1,0.052777778,5.050694444,0.045833333,0.932638889,328,2012,7,16
1905,2012-01-08,17,1,0,0,0,1,0.38,2.735416667,0.04,1.554861111,219,2012,1,8
1906,2011-05-04,21,2,0,3,1,1,0.04,2.840972222,0.043055556,1.140277778,150,2011,5,4
1907,2012-04-20,10,2,0,5,1,1,0.05,3.366666667,0.053472222,0.134722222,237,2012,4,20
1908,2011-11-23,18,4,0,3,1,2,0.04,2.840972222,0.58,3.627777778,145,2011,11,23
1909,2011-08-05,8,3,0,5,1,1,0.07,4.524305556,0.045138889,1.554861111,454,2011,8,5
1910,2011-10-01,23,4,0,6,0,3,0.36,2.420138889,0.064583333,1.554861111,65,2011,10,1
1911,2011-12-12,2,4,0,1,1,1,0.02,1.788888889,0.047916667,0.0,4,2011,12,12
1912,2012-06-18,2,2,0,1,1,1,0.54,3.577777778,0.053472222,1.554861111,9,2012,6,18
1913,2011-12-13,5,4,0,2,1,1,0.18,1.683333333,0.059722222,0.0,20,2011,12,13
