Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage_Nan,MasVnrArea_Nan,BsmtFinSF1_Nan,BsmtFinSF2_Nan,BsmtUnfSF_Nan,TotalBsmtSF_Nan,BsmtFullBath_Nan,BsmtHalfBath_Nan,GarageYrBlt_Nan,GarageCars_Nan,GarageArea_Nan,MSZoning_Missing,Alley_Missing,Utilities_Missing,Exterior1st_Missing,Exterior2nd_Missing,MasVnrType_Missing,BsmtQual_Missing,BsmtCond_Missing,BsmtExposure_Missing,BsmtFinType1_Missing,BsmtFinType2_Missing,KitchenQual_Missing,Functional_Missing,FireplaceQu_Missing,GarageType_Missing,GarageFinish_Missing,GarageQual_Missing,GarageCond_Missing,PoolQC_Missing,Fence_Missing,MiscFeature_Missing,SaleType_Missing
1631,120,0.7635366689513365,4.110873864173311,8.906528917594517,0.995887594242632,0.9266620973269363,0.3317340644276902,0.8985606579849211,0.9986291980808774,0.16997943797121315,0.9568197395476353,0.01782042494859493,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.5106237148732008,8,5,1998,1998,0.8012337217272104,0.9883481836874571,0.04455106237148732,0.045236463331048665,0.6017820424948594,0.0,0.6113776559287183,0.8608636052090473,0.453050034270048,0.40507196710075394,0.8875942426319396,0.13502398903358465,0.295407813570939,341.0,0.8478409869773817,0.0,1077.0,1418.0,0.9910897875257025,0.5154215215901302,0.9307745030843043,0.9163810829335161,7.298445101508147,0,0,7.298445101508147,1.0,0.0,2,0,2,1,0.518848526387937,5,0.9300891021247429,0,0.5003427004797807,0.5846470185058259,1998.0,0.25154215215901304,2.0,495.0,0.886223440712817,0.910212474297464,0.8917066483893078,168,43,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,7,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1632,120,0.7635366689513365,4.04305126783455,8.98882050177807,0.995887594242632,0.9266620973269363,0.3317340644276902,0.8985606579849211,0.9986291980808774,0.16997943797121315,0.9568197395476353,0.01782042494859493,0.8574366004112406,0.9897189856065799,0.0774503084304318,0.5106237148732008,8,5,1995,1996,0.8012337217272104,0.9883481836874571,0.04455106237148732,0.045236463331048665,0.6017820424948594,0.0,0.3365318711446196,0.8608636052090473,0.453050034270048,0.40507196710075394,0.8875942426319396,0.6518163125428376,0.295407813570939,741.0,0.8478409869773817,0.0,846.0,1587.0,0.9910897875257025,0.5154215215901302,0.9307745030843043,0.9163810829335161,7.458186157340487,0,0,7.458186157340487,1.0,0.0,2,0,2,1,0.387251542152159,6,0.9300891021247429,0,0.5003427004797807,0.5846470185058259,1995.0,0.26662097326936257,2.0,528.0,0.886223440712817,0.910212474297464,0.8917066483893078,52,50,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,9,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1633,80,0.7635366689513365,4.04305126783455,9.09638749190015,0.995887594242632,0.9266620973269363,0.3317340644276902,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.05894448252227553,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.04318026045236463,7,5,1998,1998,0.8012337217272104,0.9883481836874571,0.34955448937628514,0.34955448937628514,0.6017820424948594,0.0,0.3365318711446196,0.8608636052090473,0.453050034270048,0.40507196710075394,0.8875942426319396,0.6518163125428376,0.295407813570939,189.0,0.8478409869773817,0.0,195.0,384.0,0.9910897875257025,0.15969842357779301,0.9307745030843043,0.9163810829335161,6.621405651764134,631,0,7.231287004327616,0.0,0.0,2,1,3,1,0.518848526387937,7,0.9300891021247429,1,0.1912268677176148,0.06716929403701165,1998.0,0.25154215215901304,2.0,396.0,0.886223440712817,0.910212474297464,0.8917066483893078,256,0,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,2,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1634,60,0.7635366689513365,4.0943445622221,8.922658299524402,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.05894448252227553,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.29266620973269364,6,5,1998,1999,0.8012337217272104,0.9883481836874571,0.34955448937628514,0.34955448937628514,0.6017820424948594,0.0,0.3365318711446196,0.8608636052090473,0.453050034270048,0.40507196710075394,0.8875942426319396,0.6518163125428376,0.295407813570939,476.0,0.8478409869773817,0.0,476.0,952.0,0.9910897875257025,0.15969842357779301,0.9307745030843043,0.9163810829335161,6.858565034791365,684,0,7.400009517162692,1.0,0.0,2,1,3,1,0.518848526387937,7,0.9300891021247429,1,0.1912268677176148,0.5846470185058259,1998.0,0.25154215215901304,2.0,440.0,0.886223440712817,0.910212474297464,0.8917066483893078,0,84,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,10,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1635,60,0.7635366689513365,4.204692619390966,9.082847851460906,0.995887594242632,0.9266620973269363,0.3317340644276902,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.05894448252227553,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.29266620973269364,6,5,1994,1995,0.8012337217272104,0.9883481836874571,0.15078821110349555,0.13639479095270735,0.6017820424948594,0.0,0.6113776559287183,0.8608636052090473,0.453050034270048,0.40507196710075394,0.8875942426319396,0.6518163125428376,0.295407813570939,600.0,0.8478409869773817,0.0,107.0,707.0,0.9910897875257025,0.15969842357779301,0.9307745030843043,0.9163810829335161,6.561030665896573,809,0,7.323830566202317,1.0,0.0,2,1,3,1,0.387251542152159,7,0.9300891021247429,1,0.1912268677176148,0.5846470185058259,1994.0,0.25154215215901304,2.0,409.0,0.886223440712817,0.910212474297464,0.8917066483893078,0,46,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,7,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1636,20,0.7635366689513365,4.060443010546419,8.88875674784872,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.05894448252227553,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.5106237148732008,6,5,1993,1993,0.8012337217272104,0.9883481836874571,0.15078821110349555,0.13639479095270735,0.297464016449623,45.0,0.6113776559287183,0.8608636052090473,0.453050034270048,0.40507196710075394,0.8875942426319396,0.6518163125428376,0.28855380397532554,0.0,0.8478409869773817,0.0,1181.0,1181.0,0.9910897875257025,0.5154215215901302,0.9307745030843043,0.9163810829335161,7.081708586105575,0,0,7.081708586105575,0.0,0.0,2,0,3,1,0.387251542152159,6,0.9300891021247429,1,0.1912268677176148,0.5846470185058259,1993.0,0.4283755997258396,2.0,430.0,0.886223440712817,0.910212474297464,0.8917066483893078,0,21,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,11,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1637,60,0.7635366689513365,4.442651256490317,9.38429367909962,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.05894448252227553,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.29266620973269364,5,6,1977,1977,0.8012337217272104,0.9883481836874571,0.15078821110349555,0.13296778615490062,0.297464016449623,157.0,0.6113776559287183,0.8608636052090473,0.453050034270048,0.40507196710075394,0.8875942426319396,0.6518163125428376,0.14324880054832076,400.0,0.8478409869773817,0.0,722.0,1122.0,0.9910897875257025,0.5154215215901302,0.9307745030843043,0.9163810829335161,6.852242569051878,988,0,7.56734567601324,1.0,0.0,2,1,3,1,0.518848526387937,6,0.9300891021247429,1,0.1912268677176148,0.5846470185058259,1977.0,0.4283755997258396,2.0,567.0,0.886223440712817,0.910212474297464,0.02193283070596299,0,176,0,0,200,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,7,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1638,60,0.7635366689513365,4.204692619390966,9.491752831414368,0.995887594242632,0.9266620973269363,0.3317340644276902,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.039753255654557916,0.0027416038382453737,0.9897189856065799,0.8259081562714188,0.29266620973269364,7,6,1978,1978,0.8012337217272104,0.9883481836874571,0.15078821110349555,0.13639479095270735,0.297464016449623,256.0,0.6113776559287183,0.8608636052090473,0.4119259766963674,0.40507196710075394,0.8875942426319396,0.6518163125428376,0.28855380397532554,0.0,0.8478409869773817,0.0,832.0,832.0,0.9910897875257025,0.29403701165181634,0.9307745030843043,0.9163810829335161,7.050989447068045,896,0,7.6255950721324535,0.0,0.0,2,1,4,1,0.387251542152159,8,0.9300891021247429,1,0.1912268677176148,0.5846470185058259,1978.0,0.26662097326936257,2.0,529.0,0.886223440712817,0.910212474297464,0.8917066483893078,192,192,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,5,2009,0.86223440712817,0.06100068540095956,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1639,20,0.7635366689513365,4.382026634673881,9.29908358181057,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.039753255654557916,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.5106237148732008,6,6,1978,1986,0.8012337217272104,0.9883481836874571,0.34955448937628514,0.34955448937628514,0.297464016449623,101.0,0.6113776559287183,0.8608636052090473,0.453050034270048,0.4345442083618917,0.8875942426319396,0.6518163125428376,0.05483207676490747,363.0,0.8478409869773817,0.0,1064.0,1427.0,0.9910897875257025,0.29403701165181634,0.9307745030843043,0.9163810829335161,7.421177528595393,0,0,7.421177528595393,0.0,0.0,2,0,3,1,0.518848526387937,7,0.9300891021247429,1,0.1912268677176148,0.5846470185058259,1978.0,0.26662097326936257,2.0,484.0,0.886223440712817,0.910212474297464,0.8917066483893078,252,55,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,8,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1640,60,0.7635366689513365,4.204692619390966,9.424483541093094,0.995887594242632,0.9266620973269363,0.3317340644276902,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.039753255654557916,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.29266620973269364,7,7,1980,1991,0.8012337217272104,0.9883481836874571,0.0774503084304318,0.08773132282385196,0.297464016449623,229.0,0.6113776559287183,0.8608636052090473,0.4119259766963674,0.40507196710075394,0.8875942426319396,0.6518163125428376,0.14324880054832076,602.0,0.8478409869773817,0.0,441.0,1043.0,0.9910897875257025,0.29403701165181634,0.9307745030843043,0.9163810829335161,7.338888133838879,1134,0,7.890956716138919,0.0,0.0,2,1,4,1,0.387251542152159,9,0.9300891021247429,1,0.1912268677176148,0.06716929403701165,1980.0,0.26662097326936257,2.0,441.0,0.886223440712817,0.910212474297464,0.8917066483893078,178,84,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,8,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1641,20,0.7635366689513365,4.382026634673881,9.313618721429684,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.039753255654557916,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.5106237148732008,6,5,1978,1998,0.8012337217272104,0.9883481836874571,0.15078821110349555,0.13639479095270735,0.297464016449623,144.0,0.6113776559287183,0.8608636052090473,0.453050034270048,0.4345442083618917,0.8875942426319396,0.6518163125428376,0.14324880054832076,832.0,0.8478409869773817,0.0,308.0,1140.0,0.9910897875257025,0.15969842357779301,0.9307745030843043,0.9163810829335161,7.442492722794441,0,0,7.442492722794441,0.0,0.0,2,0,3,1,0.518848526387937,7,0.9300891021247429,1,0.1912268677176148,0.5846470185058259,1978.0,0.25154215215901304,2.0,479.0,0.886223440712817,0.910212474297464,0.8917066483893078,0,0,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,5,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1642,60,0.05071967100753941,4.248495242049359,8.85366542803745,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.06579849211788896,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.29266620973269364,7,5,2003,2003,0.8012337217272104,0.9883481836874571,0.04455106237148732,0.045236463331048665,0.6017820424948594,0.0,0.3365318711446196,0.8608636052090473,0.453050034270048,0.40507196710075394,0.8875942426319396,0.08567511994516792,0.295407813570939,622.0,0.8478409869773817,0.0,304.0,926.0,0.9910897875257025,0.5154215215901302,0.9307745030843043,0.9163810829335161,6.923628628138427,868,0,7.5411524551363085,1.0,0.0,2,1,3,1,0.07196710075394105,7,0.9300891021247429,1,0.013022618231665525,0.5846470185058259,2003.0,0.26662097326936257,2.0,581.0,0.886223440712817,0.910212474297464,0.8917066483893078,0,35,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,6,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1643,60,0.05071967100753941,4.204692619390966,8.922658299524402,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.06579849211788896,0.0027416038382453737,0.9897189856065799,0.8259081562714188,0.29266620973269364,8,5,2000,2001,0.8012337217272104,0.9883481836874571,0.34955448937628514,0.34955448937628514,0.6017820424948594,0.0,0.3365318711446196,0.8608636052090473,0.453050034270048,0.40507196710075394,0.8875942426319396,0.6518163125428376,0.28855380397532554,0.0,0.8478409869773817,0.0,1058.0,1058.0,0.9910897875257025,0.5154215215901302,0.9307745030843043,0.9163810829335161,6.964135612418245,816,0,7.535830462798367,0.0,0.0,2,1,3,1,0.387251542152159,7,0.9300891021247429,1,0.1912268677176148,0.5846470185058259,2000.0,0.25154215215901304,2.0,588.0,0.886223440712817,0.910212474297464,0.8917066483893078,0,134,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,3,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1644,60,0.05071967100753941,4.204692619390966,9.0442857876461,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.16997943797121315,0.9568197395476353,0.06579849211788896,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.29266620973269364,8,5,2002,2002,0.8012337217272104,0.9883481836874571,0.34955448937628514,0.34955448937628514,0.6017820424948594,0.0,0.3365318711446196,0.8608636052090473,0.453050034270048,0.40507196710075394,0.8875942426319396,0.6518163125428376,0.295407813570939,225.0,0.022618231665524333,276.0,471.0,972.0,0.9910897875257025,0.5154215215901302,0.9307745030843043,0.9163810829335161,6.879355804460439,839,0,7.501634457883413,0.0,0.0,2,1,3,1,0.387251542152159,7,0.9300891021247429,1,0.249485949280329,0.5846470185058259,2002.0,0.26662097326936257,2.0,565.0,0.886223440712817,0.910212474297464,0.8917066483893078,225,48,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,10,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1645,20,0.7635366689513365,4.204692619390966,9.145588494746486,0.995887594242632,0.9266620973269363,0.3317340644276902,0.8985606579849211,0.9986291980808774,0.05620287868403016,0.9568197395476353,0.039753255654557916,0.013708019191226868,0.9897189856065799,0.8259081562714188,0.5106237148732008,5,7,1975,1975,0.8012337217272104,0.9883481836874571,0.15078821110349555,0.13639479095270735,0.297464016449623,161.0,0.6113776559287183,0.8608636052090473,0.4119259766963674,0.40507196710075394,0.8875942426319396,0.13502398903358465,0.14324880054832076,1333.0,0.02810143934201508,168.0,120.0,1621.0,0.9910897875257025,0.29403701165181634,0.9307745030843043,0.9163810829335161,7.390798521735676,0,0,7.390798521735676,1.0,0.0,2,0,3,1,0.518848526387937,7,0.9300891021247429,2,0.02810143934201508,0.5846470185058259,1975.0,0.26662097326936257,2.0,478.0,0.886223440712817,0.910212474297464,0.8917066483893078,0,0,0,0,490,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,6,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1646,20,0.7635366689513365,4.356708826689592,9.224243277145174,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.039753255654557916,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.5106237148732008,6,6,1974,1974,0.181631254283756,0.9883481836874571,0.0774503084304318,0.08773132282385196,0.297464016449623,196.0,0.6113776559287183,0.8608636052090473,0.4119259766963674,0.4345442083618917,0.8875942426319396,0.6518163125428376,0.14324880054832076,888.0,0.8478409869773817,0.0,228.0,1116.0,0.9910897875257025,0.5154215215901302,0.9307745030843043,0.9163810829335161,7.017506142941256,0,0,7.017506142941256,1.0,0.0,2,0,3,1,0.518848526387937,6,0.9300891021247429,1,0.1912268677176148,0.5846470185058259,1974.0,0.26662097326936257,2.0,528.0,0.886223440712817,0.910212474297464,0.8917066483893078,0,0,0,0,0,0,0.997943797121316,0.039753255654557916,0.9650445510623715,0,4,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1647,20,0.7635366689513365,4.442651256490317,9.3101857069459,0.995887594242632,0.9266620973269363,0.3317340644276902,0.8985606579849211,0.9986291980808774,0.16997943797121315,0.9568197395476353,0.039753255654557916,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.5106237148732008,7,5,1975,1975,0.8012337217272104,0.9883481836874571,0.0774503084304318,0.08773132282385196,0.6017820424948594,0.0,0.6113776559287183,0.8608636052090473,0.4119259766963674,0.4345442083618917,0.8875942426319396,0.6518163125428376,0.14324880054832076,636.0,0.8478409869773817,0.0,540.0,1176.0,0.9910897875257025,0.029472241261137764,0.9307745030843043,0.9163810829335161,7.084226422097916,0,0,7.084226422097916,0.0,0.0,2,0,3,1,0.518848526387937,5,0.9300891021247429,1,0.1912268677176148,0.5846470185058259,1975.0,0.4283755997258396,2.0,506.0,0.886223440712817,0.910212474297464,0.8917066483893078,40,0,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,8,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1648,20,0.7635366689513365,4.204692619390966,8.965717788984849,0.995887594242632,0.9266620973269363,0.3317340644276902,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.14941740918437285,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.5106237148732008,5,5,1970,1970,0.8012337217272104,0.9883481836874571,0.15078821110349555,0.13639479095270735,0.6017820424948594,0.0,0.6113776559287183,0.8608636052090473,0.4119259766963674,0.4345442083618917,0.8875942426319396,0.6518163125428376,0.28855380397532554,0.0,0.8478409869773817,0.0,1180.0,1180.0,0.9910897875257025,0.29403701165181634,0.9307745030843043,0.9163810829335161,7.07326971745971,0,0,7.07326971745971,0.0,0.0,1,1,2,1,0.518848526387937,6,0.9300891021247429,0,0.5003427004797807,0.5846470185058259,1970.0,0.26662097326936257,2.0,477.0,0.886223440712817,0.910212474297464,0.8917066483893078,0,45,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,3,2009,0.03015764222069911,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1649,20,0.7635366689513365,4.204692619390966,9.04899722156742,0.995887594242632,0.9266620973269363,0.3317340644276902,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.14941740918437285,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.5106237148732008,5,7,1971,1971,0.8012337217272104,0.9883481836874571,0.0774503084304318,0.08773132282385196,0.297464016449623,178.0,0.6113776559287183,0.8608636052090473,0.4119259766963674,0.40507196710075394,0.8875942426319396,0.6518163125428376,0.14324880054832076,500.0,0.8478409869773817,0.0,543.0,1043.0,0.9910897875257025,0.5154215215901302,0.9307745030843043,0.9163810829335161,6.956545443151569,0,0,6.956545443151569,1.0,0.0,1,1,3,1,0.518848526387937,6,0.9300891021247429,0,0.5003427004797807,0.5846470185058259,1971.0,0.4283755997258396,1.0,336.0,0.886223440712817,0.910212474297464,0.8917066483893078,0,0,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,7,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1650,20,0.7635366689513365,4.0943445622221,8.85907931788153,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.14941740918437285,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.5106237148732008,4,6,1970,1970,0.8012337217272104,0.9883481836874571,0.34955448937628514,0.34955448937628514,0.6017820424948594,0.0,0.6113776559287183,0.8608636052090473,0.4119259766963674,0.4345442083618917,0.8875942426319396,0.6518163125428376,0.14324880054832076,726.0,0.8478409869773817,0.0,138.0,864.0,0.9910897875257025,0.29403701165181634,0.9307745030843043,0.9163810829335161,6.761572768804055,0,0,6.761572768804055,1.0,0.0,1,0,3,1,0.518848526387937,5,0.9300891021247429,0,0.5003427004797807,0.2686771761480466,2001.0,0.4283755997258396,2.0,576.0,0.886223440712817,0.910212474297464,0.8917066483893078,210,0,0,0,0,0,0.997943797121316,0.04043865661411926,0.9650445510623715,0,9,2009,0.86223440712817,0.06100068540095956,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1651,20,0.7635366689513365,4.0943445622221,9.104979856318357,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.02604523646333105,0.9568197395476353,0.14941740918437285,0.8574366004112406,0.9897189856065799,0.8259081562714188,0.5106237148732008,4,7,1971,2006,0.8012337217272104,0.9883481836874571,0.34955448937628514,0.34955448937628514,0.6017820424948594,0.0,0.6113776559287183,0.10486634681288554,0.4119259766963674,0.4345442083618917,0.8875942426319396,0.6518163125428376,0.14324880054832076,240.0,0.8478409869773817,0.0,624.0,864.0,0.9910897875257025,0.15969842357779301,0.9307745030843043,0.9163810829335161,6.761572768804055,0,0,6.761572768804055,0.0,0.0,1,0,3,1,0.518848526387937,5,0.9300891021247429,0,0.5003427004797807,0.2686771761480466,1986.0,0.4283755997258396,2.0,576.0,0.886223440712817,0.910212474297464,0.8917066483893078,200,0,0,0,0,0,0.997943797121316,0.039753255654557916,0.9650445510623715,0,7,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1652,160,0.1658670322138451,3.044522437723423,7.426549072397305,0.995887594242632,0.9266620973269363,0.6401644962302947,0.8985606579849211,0.9986291980808774,0.7409184372858122,0.9568197395476353,0.009595613433858808,0.8574366004112406,0.9897189856065799,0.0363262508567512,0.29266620973269364,6,5,1973,1973,0.8012337217272104,0.9883481836874571,0.15078821110349555,0.13639479095270735,0.297464016449623,504.0,0.6113776559287183,0.8608636052090473,0.4119259766963674,0.4345442083618917,0.8875942426319396,0.6518163125428376,0.08293351610692255,254.0,0.8478409869773817,0.0,229.0,483.0,0.9910897875257025,0.29403701165181634,0.9307745030843043,0.9163810829335161,6.180016653652572,504,0,6.894670039433482,1.0,0.0,1,1,2,1,0.518848526387937,5,0.9300891021247429,0,0.5003427004797807,0.2686771761480466,1973.0,0.4283755997258396,1.0,264.0,0.886223440712817,0.910212474297464,0.8917066483893078,0,0,0,0,0,0,0.997943797121316,0.8012337217272104,0.9650445510623715,0,7,2009,0.86223440712817,0.8252227553118574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
